COUNTY,AWAITING_TESTING,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME,INCONCLUSIVE
Dixie,,934,56,6,990,html version of FL COVID Rep 06-04-2020,
Bradford,1,1689,51,3,1741,html version of FL COVID Rep 06-04-2020,1
Levy,,2044,38,2,2082,html version of FL COVID Rep 06-04-2020,
Wakulla,1,1510,35,2,1545,html version of FL COVID Rep 06-04-2020,
Union,,1836,34,2,1870,html version of FL COVID Rep 06-04-2020,
Jefferson,,689,29,4,719,html version of FL COVID Rep 06-04-2020,1
Baker,,1054,29,3,1083,html version of FL COVID Rep 06-04-2020,
Taylor,2,1035,26,2,1062,html version of FL COVID Rep 06-04-2020,1
Holmes,,853,26,3,879,html version of FL COVID Rep 06-04-2020,
Gilchrist,,922,17,2,939,html version of FL COVID Rep 06-04-2020,
Lafayette,,380,9,2,389,html version of FL COVID Rep 06-04-2020,
Gulf,,887,3,0,890,html version of FL COVID Rep 06-04-2020,
Franklin,,665,2,0,667,html version of FL COVID Rep 06-04-2020,
Total,1221,1046860,60183,5,1107952,html version of FL COVID Rep 06-04-2020,909
Dade,68,176896,19056,10,196151,html version of FL COVID Rep 06-05-2020,199
Broward,21,110902,7572,6,118534,html version of FL COVID Rep 06-05-2020,60
Palm Beach,135,78252,6859,8,85344,html version of FL COVID Rep 06-05-2020,233
Hillsborough,29,63454,2554,4,66088,html version of FL COVID Rep 06-05-2020,80
Orange,15,76635,2210,3,78899,html version of FL COVID Rep 06-05-2020,54
Lee,22,30512,2200,7,32718,html version of FL COVID Rep 06-05-2020,6
Collier,13,17048,1874,10,18931,html version of FL COVID Rep 06-05-2020,9
Duval,78,59613,1736,3,61378,html version of FL COVID Rep 06-05-2020,29
Pinellas,208,45567,1478,3,47061,html version of FL COVID Rep 06-05-2020,16
Manatee,1,20464,1162,5,21634,html version of FL COVID Rep 06-05-2020,8
Polk,9,22340,1127,5,23475,html version of FL COVID Rep 06-05-2020,8
Escambia,1,21064,871,4,21943,html version of FL COVID Rep 06-05-2020,8
Martin,8,8394,810,9,9210,html version of FL COVID Rep 06-05-2020,6
Volusia,,22968,791,3,23779,html version of FL COVID Rep 06-05-2020,20
Osceola,43,14748,732,5,15494,html version of FL COVID Rep 06-05-2020,14
Sarasota,3,18392,658,3,19055,html version of FL COVID Rep 06-05-2020,5
St. Lucie,94,11885,561,5,12453,html version of FL COVID Rep 06-05-2020,7
Hendry,2,2566,521,17,3087,html version of FL COVID Rep 06-05-2020,
Seminole,3,20801,515,2,21328,html version of FL COVID Rep 06-05-2020,12
Charlotte,4,6327,481,7,6809,html version of FL COVID Rep 06-05-2020,1
Brevard,1,24347,439,2,24788,html version of FL COVID Rep 06-05-2020,2
Leon,13,16532,434,3,16970,html version of FL COVID Rep 06-05-2020,4
Pasco,16,17200,416,2,17626,html version of FL COVID Rep 06-05-2020,10
Clay,,10409,393,4,10807,html version of FL COVID Rep 06-05-2020,5
Alachua,,23000,392,2,23399,html version of FL COVID Rep 06-05-2020,7
Lake,9,18333,317,2,18661,html version of FL COVID Rep 06-05-2020,11
Jackson,1,3692,298,7,3997,html version of FL COVID Rep 06-05-2020,7
Gadsden,,4126,289,7,4423,html version of FL COVID Rep 06-05-2020,8
Marion,222,14728,272,2,15003,html version of FL COVID Rep 06-05-2020,3
St. Johns,6,12079,270,2,12371,html version of FL COVID Rep 06-05-2020,22
Sumter,23,4370,261,6,4636,html version of FL COVID Rep 06-05-2020,5
Hamilton,,1989,261,12,2251,html version of FL COVID Rep 06-05-2020,1
Santa Rosa,1,8839,256,3,9098,html version of FL COVID Rep 06-05-2020,3
Okaloosa,1,8331,250,3,8587,html version of FL COVID Rep 06-05-2020,6
Desoto,6,2561,245,9,2807,html version of FL COVID Rep 06-05-2020,1
Liberty,,2043,218,10,2263,html version of FL COVID Rep 06-05-2020,2
Flagler,,5175,195,4,5374,html version of FL COVID Rep 06-05-2020,4
Suwannee,,2347,174,7,2523,html version of FL COVID Rep 06-05-2020,2
Putnam,2,3895,172,4,4069,html version of FL COVID Rep 06-05-2020,2
Columbia,4,3966,167,4,4139,html version of FL COVID Rep 06-05-2020,6
Indian River,48,6299,154,2,6453,html version of FL COVID Rep 06-05-2020,
Highlands,3,4673,141,3,4817,html version of FL COVID Rep 06-05-2020,3
Hardee,,1062,131,11,1194,html version of FL COVID Rep 06-05-2020,1
Citrus,1,4864,125,3,4992,html version of FL COVID Rep 06-05-2020,3
Walton,,1893,124,6,2021,html version of FL COVID Rep 06-05-2020,4
Hernando,,4951,122,2,5074,html version of FL COVID Rep 06-05-2020,1
Okeechobee,,1836,122,6,1958,html version of FL COVID Rep 06-05-2020,
Bay,3,4161,115,3,4278,html version of FL COVID Rep 06-05-2020,2
Monroe,65,3517,110,3,3629,html version of FL COVID Rep 06-05-2020,2
Unknown,1,1462,95,6,1572,html version of FL COVID Rep 06-05-2020,15
Nassau,,4104,82,2,4186,html version of FL COVID Rep 06-05-2020,
Glades,,276,81,23,357,html version of FL COVID Rep 06-05-2020,
Washington,5,1147,79,6,1227,html version of FL COVID Rep 06-05-2020,1
Madison,,1118,72,6,1192,html version of FL COVID Rep 06-05-2020,2
Calhoun,,587,64,10,653,html version of FL COVID Rep 06-05-2020,2
Dixie,,951,58,6,1009,html version of FL COVID Rep 06-05-2020,
Levy,,2074,55,3,2129,html version of FL COVID Rep 06-05-2020,
Bradford,1,1706,52,3,1759,html version of FL COVID Rep 06-05-2020,1
Wakulla,1,1534,35,2,1569,html version of FL COVID Rep 06-05-2020,
Union,,1852,34,2,1886,html version of FL COVID Rep 06-05-2020,
Jefferson,,698,30,4,729,html version of FL COVID Rep 06-05-2020,1
Holmes,,881,30,3,911,html version of FL COVID Rep 06-05-2020,
Baker,,1066,29,3,1095,html version of FL COVID Rep 06-05-2020,
Taylor,3,1038,27,3,1066,html version of FL COVID Rep 06-05-2020,1
Gilchrist,,974,19,2,993,html version of FL COVID Rep 06-05-2020,
Lafayette,,380,10,3,390,html version of FL COVID Rep 06-05-2020,
Gulf,,892,3,0,895,html version of FL COVID Rep 06-05-2020,
Franklin,,666,2,0,668,html version of FL COVID Rep 06-05-2020,
Total,1193,1073452,61488,5,1135865,html version of FL COVID Rep 06-05-2020,925
Dade,74,180521,19299,10,200018,html version of FL COVID Rep 06-06-2020,198
Broward,21,113619,7690,6,121371,html version of FL COVID Rep 06-06-2020,62
Palm Beach,131,81209,7074,8,88517,html version of FL COVID Rep 06-06-2020,234
Hillsborough,31,66805,2643,4,69527,html version of FL COVID Rep 06-06-2020,79
Orange,16,78560,2256,3,80869,html version of FL COVID Rep 06-06-2020,53
Lee,23,31530,2253,7,33789,html version of FL COVID Rep 06-06-2020,6
Collier,16,17792,1968,10,19768,html version of FL COVID Rep 06-06-2020,8
Duval,77,61197,1764,3,62989,html version of FL COVID Rep 06-06-2020,28
Pinellas,201,47185,1532,3,48733,html version of FL COVID Rep 06-06-2020,16
Manatee,,21567,1177,5,22752,html version of FL COVID Rep 06-06-2020,8
Polk,10,23305,1145,5,24458,html version of FL COVID Rep 06-06-2020,8
Escambia,1,21445,879,4,22331,html version of FL COVID Rep 06-06-2020,7
Martin,8,9888,849,8,10744,html version of FL COVID Rep 06-06-2020,7
Volusia,3,23603,804,3,24427,html version of FL COVID Rep 06-06-2020,20
Osceola,44,15217,741,5,15972,html version of FL COVID Rep 06-06-2020,14
Sarasota,2,20284,669,3,20958,html version of FL COVID Rep 06-06-2020,5
St. Lucie,99,13114,607,4,13728,html version of FL COVID Rep 06-06-2020,7
Hendry,2,2639,552,17,3191,html version of FL COVID Rep 06-06-2020,
Seminole,3,21340,521,2,21874,html version of FL COVID Rep 06-06-2020,13
Charlotte,4,6625,488,7,7114,html version of FL COVID Rep 06-06-2020,1
Brevard,1,25348,453,2,25803,html version of FL COVID Rep 06-06-2020,2
Leon,12,17323,438,2,17765,html version of FL COVID Rep 06-06-2020,4
Pasco,16,18047,419,2,18476,html version of FL COVID Rep 06-06-2020,10
Alachua,,24130,396,2,24533,html version of FL COVID Rep 06-06-2020,7
Clay,,10602,396,4,11003,html version of FL COVID Rep 06-06-2020,5
Lake,9,19369,321,2,19701,html version of FL COVID Rep 06-06-2020,11
Jackson,1,3717,298,7,4022,html version of FL COVID Rep 06-06-2020,7
Gadsden,,4328,293,6,4628,html version of FL COVID Rep 06-06-2020,7
Marion,294,15331,274,2,15608,html version of FL COVID Rep 06-06-2020,3
St. Johns,6,12203,272,2,12497,html version of FL COVID Rep 06-06-2020,22
Sumter,23,4479,261,6,4745,html version of FL COVID Rep 06-06-2020,5
Hamilton,,2020,261,11,2282,html version of FL COVID Rep 06-06-2020,1
Desoto,8,2622,258,9,2881,html version of FL COVID Rep 06-06-2020,1
Santa Rosa,1,9075,257,3,9335,html version of FL COVID Rep 06-06-2020,3
Okaloosa,,8507,253,3,8766,html version of FL COVID Rep 06-06-2020,6
Liberty,,2046,218,10,2266,html version of FL COVID Rep 06-06-2020,2
Flagler,,5331,195,4,5530,html version of FL COVID Rep 06-06-2020,4
Suwannee,,2370,174,7,2546,html version of FL COVID Rep 06-06-2020,2
Putnam,2,3968,173,4,4143,html version of FL COVID Rep 06-06-2020,2
Columbia,4,4094,171,4,4271,html version of FL COVID Rep 06-06-2020,6
Indian River,40,6715,160,2,6875,html version of FL COVID Rep 06-06-2020,
Highlands,3,4732,143,3,4878,html version of FL COVID Rep 06-06-2020,3
Hardee,,1080,140,11,1221,html version of FL COVID Rep 06-06-2020,1
Walton,,1945,130,6,2079,html version of FL COVID Rep 06-06-2020,4
Citrus,2,5862,125,2,5990,html version of FL COVID Rep 06-06-2020,3
Okeechobee,,1894,125,6,2019,html version of FL COVID Rep 06-06-2020,
Bay,3,4258,123,3,4383,html version of FL COVID Rep 06-06-2020,2
Hernando,,5150,122,2,5273,html version of FL COVID Rep 06-06-2020,1
Monroe,65,3565,110,3,3675,html version of FL COVID Rep 06-06-2020,
Unknown,1,1500,97,6,1612,html version of FL COVID Rep 06-06-2020,15
Washington,5,1182,83,7,1266,html version of FL COVID Rep 06-06-2020,1
Glades,,280,83,23,363,html version of FL COVID Rep 06-06-2020,
Nassau,,4142,82,2,4224,html version of FL COVID Rep 06-06-2020,
Madison,,1166,71,6,1239,html version of FL COVID Rep 06-06-2020,2
Calhoun,,593,64,10,659,html version of FL COVID Rep 06-06-2020,2
Dixie,,972,58,6,1030,html version of FL COVID Rep 06-06-2020,
Levy,,2118,58,3,2176,html version of FL COVID Rep 06-06-2020,
Bradford,1,1736,52,3,1789,html version of FL COVID Rep 06-06-2020,1
Taylor,,1058,45,4,1104,html version of FL COVID Rep 06-06-2020,1
Union,,1873,36,2,1909,html version of FL COVID Rep 06-06-2020,
Wakulla,1,1558,35,2,1593,html version of FL COVID Rep 06-06-2020,
Jefferson,,761,31,4,793,html version of FL COVID Rep 06-06-2020,1
Holmes,,895,30,3,925,html version of FL COVID Rep 06-06-2020,
Baker,,1090,29,3,1119,html version of FL COVID Rep 06-06-2020,
Gilchrist,,992,19,2,1011,html version of FL COVID Rep 06-06-2020,
Lafayette,,386,10,3,396,html version of FL COVID Rep 06-06-2020,
Gulf,1,899,3,0,902,html version of FL COVID Rep 06-06-2020,
Franklin,,670,2,0,672,html version of FL COVID Rep 06-06-2020,
Total,1265,1111427,62758,5,1175106,html version of FL COVID Rep 06-06-2020,921
Dade,72,186316,19547,9,206063,html version of FL COVID Rep 06-07-2020,200
Broward,22,116961,7804,6,124827,html version of FL COVID Rep 06-07-2020,62
Palm Beach,134,84355,7230,8,91819,html version of FL COVID Rep 06-07-2020,234
Hillsborough,28,69236,2748,4,72064,html version of FL COVID Rep 06-07-2020,80
Orange,14,80644,2316,3,83013,html version of FL COVID Rep 06-07-2020,53
Lee,23,33029,2289,6,35324,html version of FL COVID Rep 06-07-2020,6
Collier,19,18617,2039,10,20664,html version of FL COVID Rep 06-07-2020,8
Duval,64,63076,1792,3,64914,html version of FL COVID Rep 06-07-2020,46
Pinellas,169,49383,1584,3,50984,html version of FL COVID Rep 06-07-2020,17
Manatee,,22298,1189,5,23495,html version of FL COVID Rep 06-07-2020,8
Polk,10,24492,1178,5,25679,html version of FL COVID Rep 06-07-2020,9
Martin,9,10026,907,8,10940,html version of FL COVID Rep 06-07-2020,7
Escambia,1,21919,888,4,22814,html version of FL COVID Rep 06-07-2020,7
Volusia,1,24327,819,3,25166,html version of FL COVID Rep 06-07-2020,20
Osceola,44,15450,745,5,16209,html version of FL COVID Rep 06-07-2020,14
Sarasota,1,21907,680,3,22592,html version of FL COVID Rep 06-07-2020,5
St. Lucie,88,13646,627,4,14280,html version of FL COVID Rep 06-07-2020,7
Hendry,2,2704,558,17,3262,html version of FL COVID Rep 06-07-2020,
Seminole,3,21973,532,2,22518,html version of FL COVID Rep 06-07-2020,13
Charlotte,4,7048,493,7,7542,html version of FL COVID Rep 06-07-2020,1
Brevard,1,26128,457,2,26587,html version of FL COVID Rep 06-07-2020,2
Leon,12,17921,442,2,18368,html version of FL COVID Rep 06-07-2020,5
Pasco,17,19231,424,2,19666,html version of FL COVID Rep 06-07-2020,11
Clay,,11004,400,4,11409,html version of FL COVID Rep 06-07-2020,5
Alachua,,25710,399,2,26116,html version of FL COVID Rep 06-07-2020,7
Lake,12,20052,329,2,20392,html version of FL COVID Rep 06-07-2020,11
Jackson,1,3779,308,8,4095,html version of FL COVID Rep 06-07-2020,8
Gadsden,,4414,294,6,4715,html version of FL COVID Rep 06-07-2020,7
Marion,257,16060,279,2,16342,html version of FL COVID Rep 06-07-2020,3
St. Johns,6,12744,279,2,13044,html version of FL COVID Rep 06-07-2020,21
Desoto,8,2657,268,9,2926,html version of FL COVID Rep 06-07-2020,1
Hamilton,,2033,263,11,2297,html version of FL COVID Rep 06-07-2020,1
Okaloosa,,8761,262,3,9029,html version of FL COVID Rep 06-07-2020,6
Sumter,23,4835,261,5,5101,html version of FL COVID Rep 06-07-2020,5
Santa Rosa,1,9262,258,3,9523,html version of FL COVID Rep 06-07-2020,3
Liberty,,2053,218,10,2273,html version of FL COVID Rep 06-07-2020,2
Flagler,,5797,195,3,5996,html version of FL COVID Rep 06-07-2020,4
Suwannee,,2420,175,7,2597,html version of FL COVID Rep 06-07-2020,2
Putnam,2,4056,173,4,4231,html version of FL COVID Rep 06-07-2020,2
Columbia,4,4153,171,4,4330,html version of FL COVID Rep 06-07-2020,6
Indian River,32,7215,164,2,7379,html version of FL COVID Rep 06-07-2020,
Highlands,3,4947,146,3,5096,html version of FL COVID Rep 06-07-2020,3
Hardee,,1125,145,11,1271,html version of FL COVID Rep 06-07-2020,1
Okeechobee,,1945,138,7,2083,html version of FL COVID Rep 06-07-2020,
Bay,3,4426,130,3,4558,html version of FL COVID Rep 06-07-2020,2
Walton,,2085,130,6,2219,html version of FL COVID Rep 06-07-2020,4
Citrus,1,6006,128,2,6137,html version of FL COVID Rep 06-07-2020,3
Hernando,,5799,125,2,5925,html version of FL COVID Rep 06-07-2020,1
Monroe,61,3601,111,3,3712,html version of FL COVID Rep 06-07-2020,
Unknown,1,1509,97,6,1621,html version of FL COVID Rep 06-07-2020,15
Washington,5,1259,84,6,1344,html version of FL COVID Rep 06-07-2020,1
Glades,,283,84,23,367,html version of FL COVID Rep 06-07-2020,
Nassau,,4324,82,2,4407,html version of FL COVID Rep 06-07-2020,1
Madison,,1189,71,6,1262,html version of FL COVID Rep 06-07-2020,2
Calhoun,,605,66,10,673,html version of FL COVID Rep 06-07-2020,2
Levy,,2192,60,3,2252,html version of FL COVID Rep 06-07-2020,
Dixie,,999,58,5,1057,html version of FL COVID Rep 06-07-2020,
Bradford,1,1793,52,3,1846,html version of FL COVID Rep 06-07-2020,1
Taylor,,1072,46,4,1119,html version of FL COVID Rep 06-07-2020,1
Union,,1895,38,2,1933,html version of FL COVID Rep 06-07-2020,
Wakulla,1,1583,35,2,1618,html version of FL COVID Rep 06-07-2020,
Jefferson,,764,31,4,796,html version of FL COVID Rep 06-07-2020,1
Holmes,,920,30,3,950,html version of FL COVID Rep 06-07-2020,
Baker,,1116,29,3,1145,html version of FL COVID Rep 06-07-2020,
Gilchrist,,1117,20,2,1137,html version of FL COVID Rep 06-07-2020,
Lafayette,,388,10,3,398,html version of FL COVID Rep 06-07-2020,
Gulf,1,915,6,1,921,html version of FL COVID Rep 06-07-2020,
Franklin,,671,2,0,673,html version of FL COVID Rep 06-07-2020,
Total,1161,1152220,63938,5,1217105,html version of FL COVID Rep 06-07-2020,947
Dade,69,188180,19756,9,208136,html version of FL COVID Rep 06-08-2020,200
Broward,24,118890,7924,6,126878,html version of FL COVID Rep 06-08-2020,64
Palm Beach,135,85219,7329,8,92783,html version of FL COVID Rep 06-08-2020,235
Hillsborough,31,70814,2861,4,73758,html version of FL COVID Rep 06-08-2020,83
Orange,13,81906,2378,3,84337,html version of FL COVID Rep 06-08-2020,53
Lee,24,33209,2315,7,35530,html version of FL COVID Rep 06-08-2020,6
Collier,15,18849,2070,10,20927,html version of FL COVID Rep 06-08-2020,8
Duval,23,63946,1806,3,65798,html version of FL COVID Rep 06-08-2020,46
Pinellas,140,50595,1638,3,52250,html version of FL COVID Rep 06-08-2020,17
Manatee,,22669,1219,5,23897,html version of FL COVID Rep 06-08-2020,9
Polk,10,25036,1206,5,26252,html version of FL COVID Rep 06-08-2020,10
Martin,8,10125,917,8,11049,html version of FL COVID Rep 06-08-2020,7
Escambia,1,22151,891,4,23048,html version of FL COVID Rep 06-08-2020,6
Volusia,1,24677,829,3,25526,html version of FL COVID Rep 06-08-2020,20
Osceola,44,15566,749,5,16330,html version of FL COVID Rep 06-08-2020,15
Sarasota,1,22090,686,3,22781,html version of FL COVID Rep 06-08-2020,5
St. Lucie,81,13892,654,4,14553,html version of FL COVID Rep 06-08-2020,7
Hendry,3,2772,565,17,3337,html version of FL COVID Rep 06-08-2020,
Seminole,3,22536,542,2,23091,html version of FL COVID Rep 06-08-2020,13
Charlotte,4,7186,500,7,7687,html version of FL COVID Rep 06-08-2020,1
Brevard,2,26464,464,2,26930,html version of FL COVID Rep 06-08-2020,2
Leon,12,18160,443,2,18608,html version of FL COVID Rep 06-08-2020,5
Pasco,17,19663,434,2,20108,html version of FL COVID Rep 06-08-2020,11
Clay,,11093,405,4,11503,html version of FL COVID Rep 06-08-2020,5
Alachua,,25962,399,2,26368,html version of FL COVID Rep 06-08-2020,7
Lake,10,20330,337,2,20679,html version of FL COVID Rep 06-08-2020,12
Jackson,1,3808,309,7,4125,html version of FL COVID Rep 06-08-2020,8
Gadsden,,4430,294,6,4731,html version of FL COVID Rep 06-08-2020,7
Desoto,9,2721,284,9,3006,html version of FL COVID Rep 06-08-2020,1
St. Johns,6,12909,282,2,13212,html version of FL COVID Rep 06-08-2020,21
Marion,198,16692,281,2,16978,html version of FL COVID Rep 06-08-2020,5
Okaloosa,,9037,271,3,9314,html version of FL COVID Rep 06-08-2020,6
Hamilton,,2040,262,11,2303,html version of FL COVID Rep 06-08-2020,1
Sumter,23,4909,261,5,5175,html version of FL COVID Rep 06-08-2020,5
Santa Rosa,1,9337,258,3,9598,html version of FL COVID Rep 06-08-2020,3
Liberty,,2057,218,10,2277,html version of FL COVID Rep 06-08-2020,2
Flagler,,5923,195,3,6123,html version of FL COVID Rep 06-08-2020,5
Suwannee,,2457,175,7,2634,html version of FL COVID Rep 06-08-2020,2
Putnam,2,4091,174,4,4267,html version of FL COVID Rep 06-08-2020,2
Columbia,4,4188,171,4,4365,html version of FL COVID Rep 06-08-2020,6
Indian River,34,7483,167,2,7650,html version of FL COVID Rep 06-08-2020,
Hardee,,1134,151,12,1286,html version of FL COVID Rep 06-08-2020,1
Highlands,3,5081,150,3,5234,html version of FL COVID Rep 06-08-2020,3
Okeechobee,,1981,138,7,2119,html version of FL COVID Rep 06-08-2020,
Bay,3,4458,132,3,4592,html version of FL COVID Rep 06-08-2020,2
Walton,,2126,131,6,2261,html version of FL COVID Rep 06-08-2020,4
Citrus,1,6139,128,2,6270,html version of FL COVID Rep 06-08-2020,3
Hernando,,5980,126,2,6107,html version of FL COVID Rep 06-08-2020,1
Monroe,59,3652,114,3,3766,html version of FL COVID Rep 06-08-2020,
Unknown,1,1513,93,6,1621,html version of FL COVID Rep 06-08-2020,15
Glades,,285,85,23,370,html version of FL COVID Rep 06-08-2020,
Washington,5,1278,84,6,1363,html version of FL COVID Rep 06-08-2020,1
Nassau,,4409,82,2,4492,html version of FL COVID Rep 06-08-2020,1
Levy,,2223,73,3,2297,html version of FL COVID Rep 06-08-2020,1
Madison,,1199,71,6,1272,html version of FL COVID Rep 06-08-2020,2
Calhoun,,612,66,10,680,html version of FL COVID Rep 06-08-2020,2
Dixie,,1047,60,5,1107,html version of FL COVID Rep 06-08-2020,
Bradford,1,1813,52,3,1866,html version of FL COVID Rep 06-08-2020,1
Taylor,,1075,48,4,1124,html version of FL COVID Rep 06-08-2020,1
Union,,1902,38,2,1940,html version of FL COVID Rep 06-08-2020,
Wakulla,1,1598,35,2,1633,html version of FL COVID Rep 06-08-2020,
Jefferson,,815,31,4,847,html version of FL COVID Rep 06-08-2020,1
Holmes,,960,30,3,991,html version of FL COVID Rep 06-08-2020,1
Baker,,1133,29,2,1162,html version of FL COVID Rep 06-08-2020,
Gilchrist,,1138,19,2,1159,html version of FL COVID Rep 06-08-2020,2
Lafayette,,390,10,3,400,html version of FL COVID Rep 06-08-2020,
Gulf,1,968,7,1,975,html version of FL COVID Rep 06-08-2020,
Franklin,,675,2,0,677,html version of FL COVID Rep 06-08-2020,
Total,1024,1169646,64904,5,1235513,html version of FL COVID Rep 06-08-2020,963
Dade,87,191328,19980,9,211512,html version of FL COVID Rep 06-09-2020,204
Broward,21,120899,8035,6,129001,html version of FL COVID Rep 06-09-2020,67
Palm Beach,137,87492,7518,8,95248,html version of FL COVID Rep 06-09-2020,238
Hillsborough,31,71852,2923,4,74859,html version of FL COVID Rep 06-09-2020,84
Orange,14,83606,2449,3,86107,html version of FL COVID Rep 06-09-2020,52
Lee,24,34165,2388,7,36560,html version of FL COVID Rep 06-09-2020,7
Collier,20,19296,2128,10,21432,html version of FL COVID Rep 06-09-2020,8
Duval,24,64961,1824,3,66831,html version of FL COVID Rep 06-09-2020,46
Pinellas,176,52280,1679,3,53976,html version of FL COVID Rep 06-09-2020,17
Polk,9,25540,1243,5,26793,html version of FL COVID Rep 06-09-2020,10
Manatee,,23026,1229,5,24264,html version of FL COVID Rep 06-09-2020,9
Martin,7,10272,934,8,11213,html version of FL COVID Rep 06-09-2020,7
Escambia,1,22620,907,4,23533,html version of FL COVID Rep 06-09-2020,6
Volusia,1,24903,837,3,25760,html version of FL COVID Rep 06-09-2020,20
Osceola,46,15813,762,5,16590,html version of FL COVID Rep 06-09-2020,15
Sarasota,1,22765,694,3,23464,html version of FL COVID Rep 06-09-2020,5
St. Lucie,91,14087,669,5,14762,html version of FL COVID Rep 06-09-2020,6
Hendry,3,2887,572,17,3459,html version of FL COVID Rep 06-09-2020,
Seminole,3,22831,556,2,23400,html version of FL COVID Rep 06-09-2020,13
Charlotte,4,7289,501,6,7793,html version of FL COVID Rep 06-09-2020,3
Brevard,2,26881,471,2,27354,html version of FL COVID Rep 06-09-2020,2
Leon,12,18546,448,2,18999,html version of FL COVID Rep 06-09-2020,5
Pasco,20,20044,442,2,20497,html version of FL COVID Rep 06-09-2020,11
Clay,,11616,411,3,12032,html version of FL COVID Rep 06-09-2020,5
Alachua,,26266,404,2,26677,html version of FL COVID Rep 06-09-2020,7
Lake,10,20961,339,2,21312,html version of FL COVID Rep 06-09-2020,12
Jackson,1,3843,310,7,4161,html version of FL COVID Rep 06-09-2020,8
Gadsden,,4514,296,6,4817,html version of FL COVID Rep 06-09-2020,7
Desoto,9,2764,296,10,3061,html version of FL COVID Rep 06-09-2020,1
St. Johns,9,13168,287,2,13476,html version of FL COVID Rep 06-09-2020,21
Marion,204,17013,284,2,17303,html version of FL COVID Rep 06-09-2020,6
Okaloosa,,9120,274,3,9401,html version of FL COVID Rep 06-09-2020,7
Sumter,23,4982,264,5,5251,html version of FL COVID Rep 06-09-2020,5
Hamilton,,2052,263,11,2316,html version of FL COVID Rep 06-09-2020,1
Santa Rosa,1,9466,261,3,9730,html version of FL COVID Rep 06-09-2020,3
Liberty,,2060,218,10,2280,html version of FL COVID Rep 06-09-2020,2
Flagler,,5986,195,3,6187,html version of FL COVID Rep 06-09-2020,6
Suwannee,,2486,176,7,2664,html version of FL COVID Rep 06-09-2020,2
Putnam,2,4126,175,4,4303,html version of FL COVID Rep 06-09-2020,2
Columbia,4,4251,174,4,4431,html version of FL COVID Rep 06-09-2020,6
Indian River,38,7578,167,2,7745,html version of FL COVID Rep 06-09-2020,
Hardee,,1142,153,12,1296,html version of FL COVID Rep 06-09-2020,1
Highlands,4,5109,150,3,5262,html version of FL COVID Rep 06-09-2020,3
Okeechobee,,1997,143,7,2140,html version of FL COVID Rep 06-09-2020,
Bay,3,4612,133,3,4747,html version of FL COVID Rep 06-09-2020,2
Walton,,2181,133,6,2318,html version of FL COVID Rep 06-09-2020,4
Citrus,1,6434,128,2,6565,html version of FL COVID Rep 06-09-2020,3
Hernando,,6077,127,2,6205,html version of FL COVID Rep 06-09-2020,1
Monroe,51,3714,114,3,3828,html version of FL COVID Rep 06-09-2020,
Unknown,1,1535,93,6,1643,html version of FL COVID Rep 06-09-2020,15
Levy,,2261,90,4,2352,html version of FL COVID Rep 06-09-2020,1
Glades,,292,86,23,378,html version of FL COVID Rep 06-09-2020,
Washington,4,1292,85,6,1378,html version of FL COVID Rep 06-09-2020,1
Nassau,,4466,83,2,4550,html version of FL COVID Rep 06-09-2020,1
Madison,,1289,71,5,1362,html version of FL COVID Rep 06-09-2020,2
Calhoun,,613,64,9,679,html version of FL COVID Rep 06-09-2020,2
Dixie,,1061,60,5,1121,html version of FL COVID Rep 06-09-2020,
Bradford,1,1832,52,3,1885,html version of FL COVID Rep 06-09-2020,1
Taylor,,1086,48,4,1135,html version of FL COVID Rep 06-09-2020,1
Union,,1911,38,2,1949,html version of FL COVID Rep 06-09-2020,
Wakulla,,1617,35,2,1652,html version of FL COVID Rep 06-09-2020,
Jefferson,,831,31,4,863,html version of FL COVID Rep 06-09-2020,1
Holmes,,967,30,3,998,html version of FL COVID Rep 06-09-2020,1
Baker,,1144,29,2,1173,html version of FL COVID Rep 06-09-2020,
Gilchrist,,1157,19,2,1178,html version of FL COVID Rep 06-09-2020,2
Lafayette,,390,13,3,403,html version of FL COVID Rep 06-09-2020,
Gulf,,983,7,1,990,html version of FL COVID Rep 06-09-2020,
Franklin,,677,2,0,679,html version of FL COVID Rep 06-09-2020,
Total,1100,1192305,66000,5,1259283,html version of FL COVID Rep 06-09-2020,978
Dade,59,164606,18139,10,182942,html version of FL COVID Rep 06-1-2020,197
Broward,20,101852,7196,7,109106,html version of FL COVID Rep 06-1-2020,58
Palm Beach,134,70108,6135,8,76478,html version of FL COVID Rep 06-1-2020,235
Hillsborough,22,58512,2251,4,60842,html version of FL COVID Rep 06-1-2020,79
Orange,13,70855,2031,3,72941,html version of FL COVID Rep 06-1-2020,55
Lee,19,28111,1943,6,30060,html version of FL COVID Rep 06-1-2020,6
Duval,76,53872,1654,3,55554,html version of FL COVID Rep 06-1-2020,28
Collier,8,15487,1580,9,17074,html version of FL COVID Rep 06-1-2020,7
Pinellas,136,41787,1313,3,43116,html version of FL COVID Rep 06-1-2020,16
Manatee,,17665,1057,6,18730,html version of FL COVID Rep 06-1-2020,8
Polk,6,20347,1038,5,21391,html version of FL COVID Rep 06-1-2020,6
Escambia,2,19759,828,4,20595,html version of FL COVID Rep 06-1-2020,8
Volusia,,21602,741,3,22363,html version of FL COVID Rep 06-1-2020,20
